,boardgame_avgrating,boardgame_geekrating,boardgame_listprice,boardgame_voters,boardgame_year,boardgame_rank
14571,6.27,5.571,,133,1995,7572
14572,5.73,5.571,,576,2003,7573
14573,6.78,5.571,,71,2009,7574
14574,6.6,5.571,,88,1987,7575
14575,7.16,5.571,,58,,7576
14576,5.74,5.571,,580,2014,7577
14577,5.76,5.571,,489,2011,7578
14578,6.5,5.571,,100,1995,7579
14579,6.74,5.571,,77,2018,7580
14580,7.6,5.571,,48,2001,7581
14581,6.14,5.571,,233,2000,7582
14582,6.64,5.571,,103,1976,7583
14583,8.06,5.571,,46,2019,7584
14584,5.97,5.571,,322,2008,7585
14585,7.62,5.571,,43,2014,7586
14586,6.11,5.571,,179,2008,7587
14587,6.83,5.571,,93,2017,7588
14588,5.87,5.571,,259,2010,7589
14589,7.56,5.571,,46,2018,7590
14590,7.18,5.571,,53,2013,7591
14591,6.45,5.571,,176,2008,7592
14592,6.86,5.571,,73,1992,7593
14593,7.17,5.571,,71,2016,7594
14594,7.23,5.571,,59,2015,7595
14595,7.08,5.571,,56,2016,7596
14596,7.31,5.571,,53,2016,7597
14597,6.56,5.571,,103,1973,7598
14598,7.15,5.571,,63,2008,7599
14599,6.27,5.571,,143,1993,7600
14600,7.04,5.571,,110,2015,7601
14601,6.29,5.571,,117,2010,7602
14602,6.23,5.571,,129,1984,7603
14603,6.25,5.571,,147,1999,7604
14604,6.41,5.571,,103,2013,7605
14605,7.6,5.571,,46,1983,7606
14606,5.81,5.571,,1039,1995,7607
14607,6.08,5.571,,184,1999,7608
14608,6.43,5.571,,121,2012,7609
14609,7.13,5.571,,54,2007,7610
14610,6.16,5.571,,154,2009,7611
14611,6.81,5.571,,80,2016,7612
14612,7.91,5.571,,37,2018,7613
14613,7.57,5.57,,46,2014,7614
14614,6.99,5.57,,66,2009,7615
14615,6.48,5.57,,118,1981,7616
14616,6.66,5.57,,80,2008,7617
14617,6.95,5.57,,68,2014,7618
14618,6.95,5.57,,62,1975,7619
14619,6.33,5.57,,240,2011,7620
14620,6.04,5.57,,172,2009,7621
14621,6.51,5.57,,96,2015,7622
14622,6.78,5.57,,77,1991,7623
14623,6.45,5.57,,106,2005,7624
14624,6.14,5.57,,188,1980,7625
14625,5.82,5.57,,297,1998,7626
14626,6.41,5.57,,128,2002,7627
14627,7.2,5.57,,56,1982,7628
14628,6.79,5.57,,77,2013,7629
14629,6.91,5.57,,78,1998,7630
14630,5.69,5.57,9.99,806,2016,7631
14631,6.81,5.57,,70,1988,7632
14632,6.29,5.57,,120,1985,7633
14633,6.95,5.57,,79,2018,7634
14634,6.51,5.57,,88,2016,7635
14635,5.84,5.57,,369,1977,7636
14636,7.58,5.57,,44,2015,7637
14637,6.91,5.57,,63,2011,7638
14638,6.51,5.57,,104,2016,7639
14639,5.77,5.57,,707,1964,7640
14640,6.42,5.57,,116,1980,7641
14641,6.52,5.57,,83,2008,7642
14642,5.75,5.57,20.09,734,2013,7643
14643,7.2,5.57,,81,2017,7644
14644,6.11,5.57,,178,2016,7645
14645,6.02,5.57,,183,2002,7646
14646,6.92,5.57,74.99,112,2017,7647
14647,5.87,5.57,,272,2006,7648
14648,6.91,5.57,,68,2013,7649
14649,5.97,5.57,,227,2010,7650
14650,6.74,5.57,,93,1991,7651
14651,6.23,5.57,,175,2014,7652
14652,7.19,5.57,,57,2009,7653
14653,6.78,5.57,,82,2017,7654
14654,6.36,5.57,,121,1981,7655
14655,7.14,5.57,,56,2006,7656
14656,7.37,5.57,,56,1994,7657
14657,6.42,5.57,,106,2000,7658
14658,6.29,5.57,,127,2015,7659
14659,7.52,5.57,,47,2015,7660
14660,9.39,5.57,,65,2019,7661
14661,6.73,5.57,,76,2002,7662
14662,6.8,5.57,,82,1911,7663
14663,8.19,5.57,,48,2017,7664
14664,7.63,5.57,,48,1981,7665
14665,6.22,5.57,,185,2004,7666
14666,7.27,5.57,,54,2010,7667
14667,5.9,5.57,,288,2011,7668
14668,6.34,5.569,,215,2017,7669
14669,7.33,5.569,,51,2016,7670
14670,7.62,5.569,,47,2018,7671
14671,7.18,5.569,,57,2005,7672
14672,6.21,5.569,,150,2018,7673
14673,7.01,5.569,,107,2016,7674
14674,7.16,5.569,,75,2015,7675
14675,6.19,5.569,,142,2002,7676
14676,8.05,5.569,,51,2019,7677
14677,5.95,5.569,,238,2007,7678
14678,7.07,5.569,,67,2018,7679
14679,6.35,5.569,,132,2012,7680
14680,6.24,5.569,,123,2013,7681
14681,6.79,5.569,,84,1986,7682
14682,7.22,5.569,,60,1996,7683
14683,6.42,5.569,,109,1992,7684
14684,7.63,5.569,,40,1996,7685
14685,7.04,5.569,,56,2004,7686
14686,6.77,5.569,,76,2015,7687
14687,5.81,5.569,,654,2008,7688
14688,6.41,5.569,,107,2007,7689
14689,6.11,5.569,,173,2016,7690
14690,6.68,5.569,,92,1985,7691
14691,6.58,5.569,,87,2014,7692
14692,6.94,5.569,,139,2013,7693
14693,6.11,5.569,,218,1992,7694
14694,5.9,5.569,,273,2003,7695
14695,6.46,5.569,,96,2018,7696
14696,6.38,5.569,59.99,107,2016,7697
14697,6.21,5.569,,170,1981,7698
14698,6.56,5.569,,95,1984,7699
14699,6.47,5.569,,104,1997,7700
14700,6.91,5.569,,76,1973,7701
14701,6.88,5.569,,72,2011,7702
14702,8.1,5.569,,46,2009,7703
14703,6.77,5.569,,74,2013,7704
14704,6.26,5.569,,128,2011,7705
14705,6.45,5.569,,108,1981,7706
14706,7.64,5.569,,39,2011,7707
14707,6.02,5.569,,225,2009,7708
14708,7.09,5.569,,68,2012,7709
14709,5.77,5.569,,468,2012,7710
14710,7.49,5.569,,44,1995,7711
14711,6.61,5.569,,100,1972,7712
14712,7.31,5.569,,51,2010,7713
14713,6.37,5.569,,114,2005,7714
14714,6.53,5.569,40,112,2015,7715
14715,6.25,5.568,29.99,206,2017,7716
14716,6.71,5.568,,80,1995,7717
14717,6.24,5.568,,148,2015,7718
14718,7.92,5.568,,41,2019,7719
14719,6.32,5.568,,162,2004,7720
14720,7.83,5.568,,36,2018,7721
14721,6.14,5.568,,157,2016,7722
14722,6.29,5.568,,149,2009,7723
14723,8.16,5.568,,64,,7724
14724,6.78,5.568,,74,2017,7725
14725,6.36,5.568,,119,2018,7726
14726,6.67,5.568,,76,2015,7727
14727,7.79,5.568,,68,2017,7728
14728,5.82,5.568,,411,1988,7729
14729,5.91,5.568,,285,1993,7730
14730,6.95,5.568,,59,2017,7731
14731,7.29,5.568,,49,2018,7732
14732,6.16,5.568,,203,1971,7733
14733,7.01,5.568,,133,2017,7734
14734,8.58,5.568,,31,2005,7735
14735,6.6,5.568,,82,2003,7736
14736,6.82,5.568,,67,2018,7737
14737,6.8,5.568,,68,1980,7738
14738,6.3,5.568,,161,1995,7739
14739,6.83,5.568,,90,1972,7740
14740,5.77,5.568,,463,2004,7741
14741,5.95,5.568,19.99,216,2004,7742
14742,6.33,5.568,,133,1974,7743
14743,8.31,5.568,,30,2014,7744
14744,6.22,5.568,,158,2016,7745
14745,6.83,5.568,,121,2014,7746
14746,5.97,5.568,,214,1985,7747
14747,6.3,5.568,,117,1994,7748
14748,6.91,5.568,,69,2010,7749
14749,7.26,5.568,,64,2016,7750
14750,6.08,5.568,24.99,169,2015,7751
14751,6.55,5.568,,118,2016,7752
14752,6.81,5.568,,69,2012,7753
14753,6.83,5.568,,82,2012,7754
14754,6.32,5.568,,153,1998,7755
14755,5.87,5.568,,279,2015,7756
14756,6.47,5.568,,101,2016,7757
14757,6.37,5.568,,118,2016,7758
14758,7.15,5.568,,54,2017,7759
14759,8.12,5.567,,41,2014,7760
14760,7.02,5.567,,72,2017,7761
14761,7.36,5.567,,45,2011,7762
14762,6.27,5.567,,144,1989,7763
14763,6.8,5.567,,69,2001,7764
14764,6.32,5.567,,104,1992,7765
14765,6.61,5.567,,96,1995,7766
14766,6.36,5.567,,102,2008,7767
14767,7.38,5.567,,48,2015,7768
14768,6.55,5.567,,106,2018,7769
14769,6.59,5.567,,87,1978,7770
14770,6.45,5.567,,118,2016,7771
14771,5.89,5.567,,270,2008,7772
14772,6.59,5.567,,97,1981,7773
14773,7.41,5.567,,47,2011,7774
14774,6.48,5.567,,102,2000,7775
14775,6.41,5.567,,95,2010,7776
14776,5.72,5.567,,865,1987,7777
14777,6.69,5.567,,70,2011,7778
14778,6.46,5.567,,102,1992,7779
14779,7.54,5.567,,47,2014,7780
14780,6.13,5.567,,149,2017,7781
14781,7.39,5.567,,59,2018,7782
14782,6.29,5.567,,127,1990,7783
14783,6.95,5.567,,62,2018,7784
14784,7.14,5.567,,62,2014,7785
14785,6.59,5.567,,91,2007,7786
14786,9.27,5.567,,95,2018,7787
14787,5.71,5.567,,698,2005,7788
14788,6.61,5.567,,108,2015,7789
14789,6.32,5.567,,151,2012,7790
14790,6.71,5.567,,90,2011,7791
14791,7.41,5.567,,46,2007,7792
14792,6.59,5.567,,96,2016,7793
14793,6.22,5.567,,142,2004,7794
14794,5.88,5.567,,317,1998,7795
14795,6.83,5.567,,70,2018,7796
14796,8.52,5.567,,52,2018,7797
14797,5.88,5.567,,261,2007,7798
14798,7.75,5.567,,65,2017,7799
14799,6.43,5.567,,99,1984,7800
14800,6.95,5.567,,62,2009,7801
14801,6.34,5.567,,108,2013,7802
14802,7.18,5.567,,65,2015,7803
14803,6.09,5.567,34.99,170,2009,7804
14804,5.97,5.567,,216,2003,7805
14805,8.19,5.567,,41,2000,7806
14806,5.68,5.567,19.99,923,2013,7807
14807,6.51,5.567,,93,2016,7808
14808,8.38,5.567,,38,2015,7809
14809,6.05,5.567,,176,1998,7810
14810,6.92,5.567,,77,1978,7811
14811,6.12,5.567,,151,2015,7812
14812,6.47,5.567,,125,2014,7813
14813,6.69,5.567,,81,1972,7814
14814,6.94,5.567,,59,2018,7815
14815,7.41,5.567,,57,2011,7816
14816,5.88,5.567,,249,2002,7817
14817,6.65,5.567,,80,1976,7818
14818,5.93,5.567,,262,1999,7819
14819,6.64,5.567,,97,2015,7820
14820,6.26,5.567,,149,2017,7821
14821,6.19,5.567,,134,2016,7822
14822,6.26,5.567,,128,2005,7823
14823,6.14,5.567,,147,2005,7824
14824,6.51,5.567,,94,1973,7825
14825,7.16,5.567,,70,2007,7826
14826,5.86,5.567,29.99,326,2016,7827
14827,6.29,5.567,,119,2004,7828
14828,6.4,5.566,,99,2013,7829
14829,8.75,5.566,,41,2019,7830
14830,6,5.566,,194,2008,7831
14831,5.93,5.566,,261,2001,7832
14832,6.7,5.566,,72,1995,7833
14833,5.93,5.566,,327,2006,7834
14834,6.14,5.566,,167,2015,7835
14835,6.71,5.566,,65,2016,7836
14836,6.52,5.566,,94,1995,7837
14837,7.48,5.566,,52,2017,7838
14838,6.33,5.566,,131,1954,7839
14839,5.99,5.566,,422,1963,7840
14840,7.03,5.566,,71,2017,7841
14841,6.88,5.566,,62,1985,7842
14842,6.94,5.566,,68,2016,7843
14843,6.54,5.566,,93,2013,7844
14844,6.26,5.566,54.99,138,2014,7845
14845,8.18,5.566,,58,2017,7846
14846,6.2,5.566,,136,1997,7847
14847,7.21,5.566,45,57,2018,7848
14848,7.61,5.566,,45,2016,7849
14849,7.26,5.566,45.99,73,2012,7850
14850,6.23,5.566,,133,1995,7851
14851,6.41,5.566,,100,2004,7852
14852,7.5,5.566,,64,2017,7853
14853,7.18,5.566,,63,2018,7854
14854,7.8,5.566,,65,2008,7855
14855,7.32,5.566,,50,2018,7856
14856,6.8,5.566,,76,2009,7857
14857,6.29,5.566,,110,1999,7858
14858,6.03,5.566,,195,2015,7859
14859,5.9,5.566,,443,1995,7860
14860,6.08,5.566,,179,2017,7861
14861,6.58,5.566,,83,1996,7862
14862,5.88,5.566,,366,1989,7863
14863,6.57,5.566,,81,2011,7864
14864,5.67,5.566,12.99,822,1991,7865
14865,7.69,5.566,,39,2018,7866
14866,5.91,5.566,,220,2005,7867
14867,6.31,5.566,,135,1983,7868
14868,6.19,5.566,,170,2009,7869
14869,6.17,5.566,,138,2003,7870
14870,7.89,5.566,,53,2014,7871
14871,9.33,5.566,,54,2019,7872
14872,7.64,5.566,,44,2016,7873
14873,7.11,5.566,67.48,64,2012,7874
14874,7.9,5.566,,57,2011,7875
14875,6.81,5.566,,73,1997,7876
14876,6.38,5.566,,103,2017,7877
14877,6.22,5.566,,128,2016,7878
14878,7.82,5.566,,41,2008,7879
14879,6.93,5.566,,64,2017,7880
14880,6.41,5.565,,103,2016,7881
14881,7.35,5.565,,46,2016,7882
14882,5.76,5.565,24.99,526,2001,7883
14883,7.7,5.565,,55,2017,7884
14884,7.31,5.565,,47,2015,7885
14885,7.09,5.565,,54,2015,7886
14886,7.82,5.565,,48,2016,7887
14887,7.26,5.565,,52,1983,7888
14888,6.2,5.565,,123,2011,7889
14889,7.9,5.565,,37,2013,7890
14890,5.81,5.565,,687,2002,7891
14891,5.81,5.565,,368,2009,7892
14892,7.61,5.565,,47,2004,7893
14893,7.1,5.565,,59,2015,7894
14894,6.99,5.565,,57,2005,7895
14895,8.08,5.565,,36,2017,7896
14896,6.27,5.565,,118,1994,7897
14897,6.2,5.565,,142,2006,7898
14898,5.97,5.565,34.99,208,2012,7899
14899,6.06,5.565,16.95,201,1998,7900
14900,7.03,6.658,39.99,4435,2015,701
14901,7.01,6.658,24.99,4807,2010,702
14902,7.37,6.657,69.99,2033,2012,703
14903,6.79,6.657,,13380,2006,704
14904,7.74,6.656,,1394,2009,705
14905,6.9,6.655,14.99,6763,1984,706
14906,7.85,6.653,,1278,2011,707
14907,7.12,6.652,31.43,3096,2016,708
14908,7.24,6.652,57.28,2488,2011,709
14909,7.5,6.651,89.99,1737,2013,710
14910,6.95,6.651,19.99,4985,2007,711
14911,7.31,6.65,,2223,2008,712
14912,8.22,6.65,75,1090,2018,713
14913,7.03,6.648,,5266,2012,714
14914,7.63,6.648,,1571,2017,715
14915,6.97,6.648,,4610,2001,716
14916,7.05,6.645,44.99,3619,2008,717
14917,7.4,6.644,,1884,2016,718
14918,7.01,6.643,49,4093,2003,719
14919,7.07,6.643,54.99,3474,2011,720
14920,6.99,6.643,24.99,4276,2014,721
14921,6.97,6.642,29.99,4664,2015,722
14922,8.48,6.642,69.99,840,2019,723
14923,7.27,6.641,,2306,2001,724
14924,7.18,6.64,,2869,2017,725
14925,7.42,6.638,,2215,1995,726
14926,6.73,6.638,11.99,17502,2003,727
14927,7.01,6.638,29.99,3859,2013,728
14928,7.33,6.637,39.99,2052,2014,729
14929,7.96,6.637,79.99,1152,2016,730
14930,7.11,6.637,29.99,3055,2011,731
14931,7.41,6.636,49.99,1973,2014,732
14932,7.29,6.635,,2150,2010,733
14933,7.36,6.635,49.99,2159,2014,734
14934,7.23,6.633,,2367,2011,735
14935,6.98,6.632,,4016,2014,736
14936,7.06,6.63,,3474,2017,737
14937,6.78,6.63,,12463,2011,738
14938,7.72,6.629,,1589,2017,739
14939,6.92,6.629,54.99,5009,2013,740
14940,6.94,6.629,,4647,2007,741
14941,7.12,6.628,29.99,3037,2015,742
14942,7.37,6.628,,2106,2014,743
14943,7.43,6.627,,2185,2008,744
14944,7.02,6.626,,4610,1986,745
14945,7.56,6.626,24.99,1515,2018,746
14946,7.41,6.626,,2009,1983,747
14947,7.55,6.625,50,1692,2017,748
14948,7.22,6.625,49.95,2333,2016,749
14949,7.8,6.625,55,1448,2017,750
14950,7.03,6.624,,3493,2008,751
14951,6.95,6.624,49.99,4406,1997,752
14952,7.94,6.624,14.95,1059,2017,753
14953,7.04,6.623,13.99,3425,2014,754
14954,7.36,6.622,19.99,1963,2018,755
14955,7.53,6.621,,1513,2014,756
14956,7.72,6.62,,1330,1998,757
14957,6.83,6.62,,7506,1992,758
14958,6.89,6.62,49.99,7454,2005,759
14959,6.76,6.62,,13098,2000,760
14960,7.04,6.619,25,3373,2016,761
14961,6.87,6.619,44.99,5571,2009,762
14962,7.62,6.619,,1526,2018,763
14963,7.68,6.618,79.99,1593,2017,764
14964,7.19,6.617,59.99,2530,2008,765
14965,7.14,6.616,,2558,2009,766
14966,6.99,6.616,,3654,2010,767
14967,7.76,6.616,49.99,1252,2017,768
14968,7.2,6.615,49.99,2552,2017,769
14969,6.85,6.615,,6090,2009,770
14970,6.98,6.613,18.19,3892,2017,771
14971,6.96,6.611,24.99,4043,2012,772
14972,7.54,6.611,60.16,1528,2017,773
14973,7.07,6.61,,2900,2002,774
14974,8.98,6.608,,676,2018,775
14975,7.07,6.607,,2975,2007,776
14976,7.12,6.607,54.99,2806,2010,777
14977,7.38,6.606,,1788,2015,778
14978,7.06,6.605,,3433,2008,779
14979,7.04,6.604,24.99,3467,2013,780
14980,7.16,6.603,,2476,2001,781
14981,7.33,6.603,,1974,2017,782
14982,7.36,6.603,44.99,2222,2017,783
14983,7.5,6.602,,1493,1984,784
14984,6.89,6.602,,4777,2004,785
14985,7.17,6.602,,2338,2011,786
14986,7.1,6.602,99.99,3162,2011,787
14987,6.85,6.602,25,5927,2005,788
14988,7.16,6.601,,2545,1988,789
14989,6.88,6.601,29.99,5348,2013,790
14990,7.21,6.601,20.06,2447,2015,791
14991,8,6.599,,1089,2005,792
14992,6.94,6.599,,3949,2005,793
14993,7.14,6.598,,2581,2012,794
14994,6.95,6.597,39.99,3899,2005,795
14995,8.09,6.597,,983,2012,796
14996,7.51,6.597,,1519,2018,797
14997,6.83,6.597,29.99,7316,2005,798
14998,6.9,6.596,,5661,2008,799
14999,7.54,6.596,69.99,1686,2014,800
15000,5.83,5.565,,328,2000,7901
15001,6.22,5.565,,119,2012,7902
15002,6.79,5.565,,106,2016,7903
15003,6.74,5.565,34.99,87,2016,7904
15004,6.61,5.565,,90,1986,7905
15005,5.83,5.565,,330,1987,7906
15006,7.59,5.565,,40,2017,7907
15007,6.47,5.565,,86,2009,7908
15008,6.67,5.565,,66,2004,7909
15009,6.11,5.565,,146,1999,7910
15010,7.42,5.565,,52,2013,7911
15011,6.39,5.565,,95,2015,7912
15012,6.34,5.565,,147,2014,7913
15013,6.74,5.565,,62,2006,7914
15014,6.64,5.565,,85,2005,7915
15015,7.08,5.565,,64,2016,7916
15016,6.71,5.565,,80,2015,7917
15017,6.23,5.565,,119,2006,7918
15018,6.97,5.565,,63,2017,7919
15019,6.62,5.565,,87,2018,7920
15020,7.04,5.565,,86,2015,7921
15021,7.39,5.565,,66,2009,7922
15022,7.16,5.565,,61,2016,7923
15023,7,5.565,,77,2019,7924
15024,7.09,5.565,,58,2004,7925
15025,7.76,5.565,,41,2007,7926
15026,6.77,5.565,,64,2010,7927
15027,5.84,5.565,,352,1998,7928
15028,7.07,5.565,,53,2010,7929
15029,6.68,5.565,,81,1983,7930
15030,6.88,5.565,,66,2005,7931
15031,6.34,5.565,,113,1994,7932
15032,7.2,5.565,,58,2006,7933
15033,6.2,5.565,,133,2009,7934
15034,6.5,5.565,,87,2013,7935
15035,6.37,5.565,,94,2017,7936
15036,6.56,5.565,,82,2013,7937
15037,6.97,5.565,,57,1978,7938
15038,7.31,5.565,,50,1993,7939
15039,7.02,5.564,,56,2013,7940
15040,6.5,5.564,,94,1984,7941
15041,7.08,5.564,,64,2004,7942
15042,7.39,5.564,,53,2019,7943
15043,8.28,5.564,,40,2018,7944
15044,7.21,5.564,,56,2018,7945
15045,7.17,5.564,,85,2012,7946
15046,7.13,5.564,,57,2017,7947
15047,5.87,5.564,,284,2014,7948
15048,6.47,5.564,,97,2003,7949
15049,7.1,5.564,,105,2017,7950
15050,6.59,5.564,,77,2013,7951
15051,6.25,5.564,29.95,159,2015,7952
15052,6.16,5.564,,130,1991,7953
15053,5.95,5.564,,260,2010,7954
15054,6.22,5.564,,123,2016,7955
15055,6.69,5.564,,72,2007,7956
15056,6.4,5.564,,102,2017,7957
15057,6.19,5.564,,123,2011,7958
15058,7.25,5.564,,63,2017,7959
15059,6.66,5.564,,74,2011,7960
15060,6.54,5.564,,86,2013,7961
15061,6.94,5.564,,70,2014,7962
15062,6.64,5.564,,74,2011,7963
15063,6.73,5.564,,79,2013,7964
15064,5.87,5.564,,274,2006,7965
15065,6.18,5.564,,124,2008,7966
15066,6.02,5.564,,162,1976,7967
15067,6.04,5.564,,175,2010,7968
15068,7.07,5.564,,56,2008,7969
15069,6.57,5.564,,89,2011,7970
15070,7.22,5.564,,75,2018,7971
15071,6.9,5.564,,63,2011,7972
15072,6.64,5.564,,82,2010,7973
15073,6.14,5.564,,135,2015,7974
15074,5.98,5.564,,214,2009,7975
15075,6.47,5.564,,110,1977,7976
15076,6.68,5.564,,90,2017,7977
15077,6.23,5.564,,118,2010,7978
15078,6.82,5.564,,66,1996,7979
15079,6.01,5.564,,238,2017,7980
15080,7.69,5.564,,45,2000,7981
15081,6.59,5.564,,96,2014,7982
15082,6.28,5.564,,116,2012,7983
15083,7.37,5.564,,50,2019,7984
15084,6.8,5.564,,67,2016,7985
15085,7.06,5.564,,61,2017,7986
15086,6.26,5.563,,111,1994,7987
15087,6.51,5.563,,98,2014,7988
15088,8.13,5.563,,35,2006,7989
15089,7.64,5.563,,38,2013,7990
15090,7.42,5.563,,46,2018,7991
15091,7.7,5.563,,78,2017,7992
15092,5.76,5.563,,444,2002,7993
15093,6.76,5.563,,70,2004,7994
15094,7.12,5.563,,55,2011,7995
15095,6.77,5.563,,74,2016,7996
15096,6.92,5.563,,83,2005,7997
15097,6.59,5.563,,81,2019,7998
15098,6.66,5.563,,74,2011,7999
15099,6.68,5.563,,79,2000,8000
15100,6.58,5.563,,81,2009,8001
15101,6.08,5.563,,153,2009,8002
15102,6.74,5.563,,78,2003,8003
15103,6,5.563,,178,2009,8004
15104,6.59,5.563,,85,2015,8005
15105,6.31,5.563,,103,1989,8006
15106,6.22,5.563,,141,2017,8007
15107,6.7,5.563,,80,2001,8008
15108,6.61,5.563,,88,1950,8009
15109,6.25,5.563,,113,1979,8010
15110,6.49,5.563,,88,2014,8011
15111,6.39,5.563,,221,2008,8012
15112,6.72,5.563,,78,2013,8013
15113,7.78,5.563,,43,1995,8014
15114,6.79,5.563,,63,1987,8015
15115,6.1,5.563,,162,2018,8016
15116,6.05,5.563,,176,2015,8017
15117,7.56,5.563,,42,2006,8018
15118,5.85,5.563,,729,1979,8019
15119,5.85,5.563,,376,2000,8020
15120,6.41,5.563,,97,2012,8021
15121,7.55,5.563,,39,1999,8022
15122,7.78,5.563,,47,2018,8023
15123,7.41,5.563,,51,2014,8024
15124,5.95,5.563,,211,1978,8025
15125,7.91,5.563,,37,2002,8026
15126,8.01,5.563,,39,1980,8027
15127,7.22,5.563,,48,2013,8028
15128,6.22,5.563,,107,1984,8029
15129,6.62,5.563,,95,2011,8030
15130,7,5.563,,69,2007,8031
15131,6.76,5.563,,70,2018,8032
15132,6.41,5.563,,89,2002,8033
15133,6.98,5.563,,61,2018,8034
15134,7.29,5.563,,60,1979,8035
15135,7.11,5.563,,54,2011,8036
15136,7.53,5.563,,50,2017,8037
15137,6.54,5.563,,113,2013,8038
15138,6.15,5.563,,148,2007,8039
15139,7.77,5.563,,42,2014,8040
15140,6.19,5.563,,122,2000,8041
15141,7.31,5.563,,51,2016,8042
15142,7.56,5.563,,45,2018,8043
15143,6.09,5.563,,146,1989,8044
15144,6.66,5.563,,76,1996,8045
15145,7.47,5.563,,51,2007,8046
15146,7.63,5.563,,47,2019,8047
15147,6.66,5.563,,71,2003,8048
15148,6.8,5.563,,71,1999,8049
15149,6.14,5.563,,166,2012,8050
15150,6.62,5.563,,81,2016,8051
15151,6.07,5.562,,187,2007,8052
15152,7.14,5.562,,50,1977,8053
15153,7.12,5.562,,66,2006,8054
15154,7.57,5.562,,48,2004,8055
15155,6.95,5.562,,65,2011,8056
15156,6.09,5.562,,148,2013,8057
15157,5.87,5.562,,237,2013,8058
15158,5.93,5.562,,227,2011,8059
15159,5.87,5.562,,254,2002,8060
15160,6.51,5.562,,87,1991,8061
15161,7.65,5.562,,68,2003,8062
15162,7.3,5.562,,55,2012,8063
15163,6.55,5.562,,85,1998,8064
15164,7.62,5.562,,49,2015,8065
15165,5.97,5.562,,175,2009,8066
15166,7.09,5.562,,54,2014,8067
15167,6.06,5.562,,207,1986,8068
15168,6.84,5.562,,68,2016,8069
15169,7.02,5.562,,57,2000,8070
15170,7.61,5.562,,38,2011,8071
15171,8.01,5.562,,36,2018,8072
15172,6.69,5.562,,98,2013,8073
15173,6.42,5.562,,112,2014,8074
15174,6.56,5.562,,146,2016,8075
15175,7.9,5.562,,47,2017,8076
15176,7.37,5.562,,45,2001,8077
15177,6.85,5.562,,81,2017,8078
15178,7.58,5.562,,52,2012,8079
15179,6.24,5.562,,144,1975,8080
15180,6.95,5.562,,64,,8081
15181,6.23,5.562,,115,1988,8082
15182,8.97,5.562,,33,2018,8083
15183,6.69,5.562,,75,2003,8084
15184,6,5.562,,200,2011,8085
15185,6.45,5.562,,102,2005,8086
15186,5.98,5.562,,216,1998,8087
15187,6.47,5.562,,89,2015,8088
15188,6.65,5.562,,76,2015,8089
15189,5.95,5.562,,206,2017,8090
15190,6.16,5.562,,126,2003,8091
15191,7.01,5.562,,52,2005,8092
15192,7.35,5.562,,45,1995,8093
15193,6.66,5.562,,68,1980,8094
15194,7.41,5.562,,45,2016,8095
15195,7.75,5.562,,40,2014,8096
15196,6.34,5.562,,117,2015,8097
15197,6.81,5.562,,72,2016,8098
15198,6.46,5.562,,85,1998,8099
15199,6.7,5.562,,104,2017,8100
15200,6.76,5.562,,67,2013,8101
15201,7.41,5.562,,46,2002,8102
15202,5.98,5.562,,207,2013,8103
15203,6.5,5.562,,81,2006,8104
15204,6.18,5.562,,126,2011,8105
15205,6.17,5.562,,133,2010,8106
15206,6.2,5.562,,149,1974,8107
15207,6.48,5.562,,93,1993,8108
15208,7.4,5.562,,47,2014,8109
15209,7.08,5.562,,51,2017,8110
15210,6.13,5.562,,136,2014,8111
15211,7.77,5.562,,40,2005,8112
15212,6.42,5.562,,87,2010,8113
15213,6.68,5.562,,67,1999,8114
15214,7.52,5.562,,124,2017,8115
15215,6.13,5.562,,133,2001,8116
15216,5.79,5.562,,466,1972,8117
15217,6.45,5.562,,95,1994,8118
15218,6.09,5.562,,167,2007,8119
15219,6.99,5.562,,60,2014,8120
15220,6.61,5.562,,82,2013,8121
15221,6.97,5.561,,52,1998,8122
15222,7.04,5.561,,63,1990,8123
15223,7.41,5.561,,46,2008,8124
15224,6.51,5.561,,82,1983,8125
15225,6.32,5.561,,127,1991,8126
15226,7.51,5.561,,39,2000,8127
15227,5.84,5.561,,284,1998,8128
15228,7.84,5.561,,49,2019,8129
15229,6.03,5.561,,206,2010,8130
15230,6.82,5.561,,61,1997,8131
15231,6.29,5.561,,100,2012,8132
15232,6.62,5.561,,69,2008,8133
15233,5.76,5.561,16.47,432,2014,8134
15234,6.22,5.561,,152,1986,8135
15235,7.57,5.561,,51,2019,8136
15236,7.53,5.561,,43,1979,8137
15237,6.18,5.561,,147,1986,8138
15238,5.85,5.561,,248,2010,8139
15239,6.65,5.561,,67,1993,8140
15240,7,5.561,,55,2005,8141
15241,7.21,5.561,,65,2018,8142
15242,6.83,5.561,,74,2017,8143
15243,7.18,5.561,,59,2008,8144
15244,6,5.561,,185,2015,8145
15245,7.84,5.561,,38,2015,8146
15246,6.3,5.561,,115,1990,8147
15247,8.41,5.561,,32,2017,8148
15248,7.48,5.561,,56,2017,8149
15249,6.46,5.561,,111,2017,8150
15250,7.67,5.561,,36,2008,8151
15251,5.66,5.561,12.99,14969,1949,8152
15252,5.92,5.561,11.99,216,2015,8153
15253,6.89,5.561,,55,2017,8154
15254,6.84,5.561,,71,1982,8155
15255,6.78,5.561,,65,2018,8156
15256,7.32,5.561,,46,2011,8157
15257,7.1,5.561,,57,2011,8158
