,boardgame_avgrating,boardgame_geekrating,boardgame_listprice,boardgame_voters,boardgame_year,boardgame_rank
15258,7.4,5.561,,41,2003,8159
15259,6.97,5.561,,79,2016,8160
15260,6.38,5.561,,141,2014,8161
15261,7.24,5.561,,56,2018,8162
15262,6.05,5.561,,147,2012,8163
15263,7.37,5.561,,44,2019,8164
15264,7.12,5.561,,47,2010,8165
15265,5.88,5.561,49.99,300,2015,8166
15266,6.63,5.561,,102,2015,8167
15267,6.83,5.561,,77,2008,8168
15268,5.71,5.561,,551,2004,8169
15269,6.53,5.561,,79,1989,8170
15270,7.22,5.561,,50,2008,8171
15271,6.04,5.561,39.99,163,2013,8172
15272,6.07,5.561,,159,2012,8173
15273,7.28,5.561,,74,2015,8174
15274,6.89,5.561,,63,1986,8175
15275,6.6,5.561,,104,2018,8176
15276,6.36,5.561,,94,2014,8177
15277,8.09,5.561,,31,2019,8178
15278,7.1,5.561,,52,1986,8179
15279,5.79,5.561,,365,2000,8180
15280,6.35,5.561,,112,1981,8181
15281,7.32,5.561,,49,2016,8182
15282,6.43,5.561,,88,2011,8183
15283,6.73,5.56,,63,1972,8184
15284,6.8,5.56,,82,2013,8185
15285,6.04,5.56,,226,1981,8186
15286,6.1,5.56,,141,1990,8187
15287,6.74,5.56,,65,1985,8188
15288,7.24,5.56,,50,2010,8189
15289,6.71,5.56,19.99,94,2018,8190
15290,7.33,5.56,,51,1998,8191
15291,6.76,5.56,,62,2011,8192
15292,7.09,5.56,,54,2006,8193
15293,6.48,5.56,,91,2017,8194
15294,6.85,5.56,,80,2016,8195
15295,7.11,5.56,,48,1980,8196
15296,6.03,5.56,33.21,161,2009,8197
15297,6.21,5.56,,114,2002,8198
15298,6.07,5.56,29.99,264,2009,8199
15299,6.12,5.56,,154,2008,8200
15300,6.79,5.56,,118,2015,8201
15301,6.39,5.56,,103,1978,8202
15302,6.34,5.56,,103,1993,8203
15303,7.55,5.56,,42,2018,8204
15304,6.29,5.56,,102,2015,8205
15305,6.07,5.56,,147,2005,8206
15306,7.41,5.56,,49,1977,8207
15307,6.03,5.56,,186,2015,8208
15308,7.81,5.56,,44,2019,8209
15309,6.1,5.56,,145,2013,8210
15310,8.05,5.56,,55,2018,8211
15311,7.31,5.56,,41,2018,8212
15312,6.59,5.56,,72,1973,8213
15313,7.86,5.56,,36,2012,8214
15314,7.02,5.56,,54,2013,8215
15315,6.59,5.56,,76,2018,8216
15316,7.53,5.56,,43,1998,8217
15317,7.55,5.56,,36,2014,8218
15318,6.51,5.56,,98,1987,8219
15319,6.11,5.56,,179,1993,8220
15320,7.21,5.56,,52,2013,8221
15321,6.03,5.56,,284,2007,8222
15322,5.77,5.56,,445,2012,8223
15323,6.15,5.56,,125,1992,8224
15324,6.11,5.56,,162,1983,8225
15325,6.09,5.56,,160,2006,8226
15326,7.32,5.56,,57,1975,8227
15327,9.25,5.56,,65,2019,8228
15328,6.82,5.56,,62,1983,8229
15329,6.66,5.56,,73,2017,8230
15330,6.74,5.56,,75,1977,8231
15331,5.95,5.56,,188,2001,8232
15332,6.89,5.56,,60,2008,8233
15333,6.09,5.56,12.99,163,2009,8234
15334,6.43,5.56,,89,2017,8235
15335,7.09,5.56,,54,2017,8236
15336,5.8,5.56,,349,2005,8237
15337,6.47,5.56,,77,2014,8238
15338,6.56,5.56,,85,1998,8239
15339,6.49,5.56,,82,1995,8240
15340,7.67,5.56,,42,2004,8241
15341,6.24,5.56,30,148,2017,8242
15342,6.83,5.56,,66,2017,8243
15343,6.98,5.56,,53,2011,8244
15344,7.68,5.56,,42,2014,8245
15345,6.73,5.56,,75,2007,8246
15346,7.11,5.56,,49,2005,8247
15347,5.89,5.56,,212,1995,8248
15348,6.49,5.56,,91,1981,8249
15349,6.98,5.56,,93,2016,8250
15350,6.81,5.56,,65,2018,8251
15351,8.4,5.56,,31,2016,8252
15352,6.92,5.56,,64,1979,8253
15353,8.3,5.56,,65,2012,8254
15354,8.94,5.56,,63,2019,8255
15355,6.55,5.56,,80,2017,8256
15356,6.6,5.56,,79,1998,8257
15357,8.13,5.56,,60,1986,8258
15358,7.15,5.56,,53,2015,8259
15359,6.94,5.56,,65,2017,8260
15360,6.45,5.56,,80,2015,8261
15361,5.93,5.56,,316,1980,8262
15362,7.55,5.56,,42,1999,8263
15363,6.17,5.56,,130,2015,8264
15364,7.95,5.56,,39,2008,8265
15365,7.85,5.56,,37,2010,8266
15366,7.69,5.56,,35,2010,8267
15367,6.95,5.56,,60,2007,8268
15368,6.68,5.56,,77,2011,8269
15369,6.77,5.56,,65,2012,8270
15370,6.12,5.559,,134,2008,8271
15371,7.21,5.559,,42,2016,8272
15372,7.82,5.559,,40,2018,8273
15373,5.78,5.559,,405,1955,8274
15374,6.33,5.559,,105,2015,8275
15375,6.56,5.559,,83,1993,8276
15376,5.82,5.559,,546,1981,8277
15377,7.71,5.559,,35,2014,8278
15378,6.32,5.559,,113,1994,8279
15379,6.09,5.559,,148,2017,8280
15380,6.21,5.559,,152,2016,8281
15381,6.73,5.559,,75,2018,8282
15382,7.2,5.559,,61,1997,8283
15383,6.15,5.559,,137,1999,8284
15384,8.24,5.559,,36,2018,8285
15385,6.65,5.559,,71,2012,8286
15386,5.92,5.559,,195,2010,8287
15387,6.9,5.559,,56,1995,8288
15388,7.63,5.559,49,43,2006,8289
15389,6.13,5.559,,152,2014,8290
15390,6.5,5.559,,122,2006,8291
15391,7.39,5.559,,54,2016,8292
15392,6.29,5.559,,111,2006,8293
15393,5.95,5.559,,189,2005,8294
15394,6.07,5.559,,173,2018,8295
15395,6.37,5.559,,92,2016,8296
15396,6.11,5.559,20,177,2010,8297
15397,6.52,5.559,,74,2012,8298
15398,6.7,5.559,,69,1990,8299
15399,7.13,5.559,,58,2010,8300
15400,7.98,5.559,,64,2018,8301
15401,6.9,5.559,,56,1993,8302
15402,7.32,5.559,,40,1800,8303
15403,6.41,5.559,,80,2018,8304
15404,6.07,5.559,,171,2005,8305
15405,6.09,5.559,,138,2013,8306
15406,6.39,5.559,,121,2018,8307
15407,7.5,5.559,,41,2016,8308
15408,6.03,5.559,,194,1977,8309
15409,7.08,5.559,,57,2016,8310
15410,6.38,5.559,,93,2015,8311
15411,7.39,5.559,,44,2001,8312
15412,6.13,5.559,,169,1974,8313
15413,5.95,5.559,,197,1997,8314
15414,6.17,5.559,,134,2008,8315
15415,6.67,5.559,69.95,75,2019,8316
15416,7.93,5.559,,35,2004,8317
15417,7.14,5.559,,49,1976,8318
15418,7.76,5.559,,39,2014,8319
15419,6.86,5.559,,72,2010,8320
15420,7.06,5.559,,49,,8321
15421,6.12,5.559,,138,,8322
15422,6.16,5.559,,130,2011,8323
15423,6.64,5.559,,70,1987,8324
15424,6.35,5.559,,100,2014,8325
15425,6.25,5.559,,113,2015,8326
15426,6.26,5.559,,105,2010,8327
15427,7.75,5.559,,34,2016,8328
15428,7.1,5.559,,47,2018,8329
15429,7.23,5.559,,51,2016,8330
15430,5.76,5.559,,398,1995,8331
15431,6.25,5.559,,124,2008,8332
15432,5.9,5.559,,202,2004,8333
15433,7.31,5.559,,40,2009,8334
15434,7.07,5.559,,52,2014,8335
15435,6.87,5.559,,60,1998,8336
15436,5.97,5.558,,200,2008,8337
15437,5.81,5.558,,323,2010,8338
15438,6.41,5.558,,82,2005,8339
15439,6.02,5.558,49.95,226,2013,8340
15440,6.06,5.558,,159,2006,8341
15441,7.62,5.558,,36,2016,8342
15442,7,5.558,,52,1985,8343
15443,6.31,5.558,,130,2014,8344
15444,7.42,5.558,,46,1996,8345
15445,6.28,5.558,,156,2013,8346
15446,5.83,5.558,,256,2010,8347
15447,6.43,5.558,,87,2018,8348
15448,6.85,5.558,,66,2017,8349
15449,6.34,5.558,,101,1982,8350
15450,6.71,5.558,,67,1995,8351
15451,6.6,5.558,,70,2017,8352
15452,6.11,5.558,,131,1979,8353
15453,6.57,5.558,,77,2014,8354
15454,7.38,5.558,,44,2018,8355
15455,7.64,5.558,,40,1999,8356
15456,7.95,5.558,,43,2018,8357
15457,6.23,5.558,,107,2008,8358
15458,6.81,5.558,,71,1979,8359
15459,6.38,5.558,79.99,135,2016,8360
15460,6.5,5.558,74.99,92,2017,8361
15461,7.91,5.558,,34,2007,8362
15462,5.97,5.558,,191,1966,8363
15463,5.89,5.558,,410,2014,8364
15464,6.72,5.558,,72,1985,8365
15465,6.56,5.558,,87,2018,8366
15466,5.93,5.558,19.95,199,2015,8367
15467,6.15,5.558,,109,2011,8368
15468,6.53,5.558,,92,1990,8369
15469,7.48,5.558,,36,1960,8370
15470,6.63,5.558,,73,2018,8371
15471,6.3,5.558,,108,2012,8372
15472,6.34,5.558,,102,2013,8373
15473,6.7,5.558,,71,2016,8374
15474,6.71,5.558,,64,2006,8375
15475,6.47,5.558,,79,2012,8376
15476,6.71,5.558,,60,2014,8377
15477,7.2,5.558,,43,2001,8378
15478,6.61,5.558,29.95,66,2016,8379
15479,6.58,5.558,34.95,74,2017,8380
15480,8.08,5.558,,52,1995,8381
15481,5.87,5.558,,338,2003,8382
15482,7,5.558,,50,1993,8383
15483,6.67,5.558,,119,2016,8384
15484,6.91,5.558,,51,2015,8385
15485,7.36,5.558,,43,2008,8386
15486,5.8,5.558,,289,2013,8387
15487,6.64,5.558,,69,2003,8388
15488,6.3,5.557,,121,2005,8389
15489,6.17,5.557,24.99,129,2011,8390
15490,5.95,5.557,,184,2004,8391
15491,5.82,5.557,,337,1979,8392
15492,6.59,5.557,,77,2016,8393
15493,5.8,5.557,,392,2004,8394
15494,7.56,5.557,,42,2018,8395
15495,6.53,5.557,,130,2018,8396
15496,6.77,5.557,,67,1972,8397
15497,6.65,5.557,,67,2008,8398
15498,7.46,5.557,,40,1978,8399
15499,5.96,5.557,,206,2009,8400
15500,7.38,5.557,,47,2014,8401
15501,6.6,5.557,,83,2017,8402
15502,7.07,5.557,,55,2016,8403
15503,6.49,5.557,,82,2014,8404
15504,5.92,5.557,,223,2006,8405
15505,7.19,5.557,,47,2015,8406
15506,6.34,5.557,,127,2014,8407
15507,5.64,5.557,12.99,1554,2014,8408
15508,6.65,5.557,,67,2018,8409
15509,8.02,5.557,,31,2018,8410
15510,6.87,5.557,,71,2010,8411
15511,7.59,5.557,,41,2000,8412
15512,6.68,5.557,,85,2016,8413
15513,5.99,5.557,,205,1956,8414
15514,6.57,5.557,,74,2007,8415
15515,6.96,5.557,,55,1913,8416
15516,5.84,5.557,,266,2006,8417
15517,7.68,5.557,,39,2019,8418
15518,7.45,5.557,34.99,73,2016,8419
15519,8.13,5.557,,37,2006,8420
15520,6.49,5.557,,84,2017,8421
15521,7.25,5.557,,57,2013,8422
15522,5.71,5.557,,488,2003,8423
15523,7.28,5.557,,55,2017,8424
15524,7.09,5.557,,49,2000,8425
15525,5.98,5.557,,199,2013,8426
15526,6.83,5.557,,59,2009,8427
15527,6.17,5.557,,146,2007,8428
15528,6.85,5.557,,55,2000,8429
15529,5.79,5.557,34.99,361,2010,8430
15530,5.99,5.557,,195,2006,8431
15531,6.54,5.557,,76,2014,8432
15532,6.72,5.557,,82,1988,8433
15533,6.38,5.557,,100,2015,8434
15534,7.12,5.557,,48,2015,8435
15535,6.67,5.557,,80,1979,8436
15536,6.95,5.557,,52,2010,8437
15537,6.76,5.557,,57,2007,8438
15538,6.51,5.557,,106,2017,8439
15539,7.64,5.557,,35,2012,8440
15540,6.61,5.557,,67,2012,8441
15541,6.58,5.557,,112,1991,8442
15542,7.34,5.557,,42,2012,8443
15543,6.87,5.557,,58,1996,8444
15544,6.09,5.557,,133,,8445
15545,6.23,5.557,,114,2003,8446
15546,7.61,5.557,,36,2017,8447
15547,7.33,5.557,,49,2006,8448
15548,6.83,5.557,,53,1994,8449
15549,6.28,5.557,,108,2009,8450
15550,6.57,5.557,,75,1973,8451
15551,6.29,5.557,,116,1974,8452
15552,5.98,5.557,,179,1988,8453
15553,6.14,5.557,,171,1975,8454
15554,6.58,5.557,,70,2005,8455
15555,5.79,5.557,,291,2015,8456
15556,6.7,5.557,,63,2003,8457
15557,6.95,5.557,,52,2006,8458
15558,6.8,5.557,,60,1984,8459
15559,6.21,5.557,,124,2014,8460
15560,6.66,5.557,,64,2017,8461
15561,6.49,5.556,,84,2014,8462
15562,7.17,5.556,,41,2019,8463
15563,7.21,5.556,,56,2017,8464
15564,6.61,5.556,,88,2019,8465
15565,6.7,5.556,,61,2017,8466
15566,6.9,5.556,,57,2010,8467
15567,6.8,5.556,,58,2010,8468
15568,6.13,5.556,,120,1987,8469
15569,6.58,5.556,,107,2016,8470
15570,6.87,5.556,,60,2018,8471
15571,6.78,5.556,,55,2006,8472
15572,7.66,5.556,,38,2012,8473
15573,5.96,5.556,,165,2012,8474
15574,7.13,5.556,,45,2010,8475
15575,7.3,5.556,,42,1977,8476
15576,7.37,5.556,,43,2000,8477
15577,7.83,5.556,,39,2007,8478
15578,6.08,5.556,,155,2011,8479
15579,6.8,5.556,,67,1973,8480
15580,6.07,5.556,,129,2012,8481
15581,7.39,5.556,,40,2005,8482
15582,6.11,5.556,,139,2001,8483
15583,7.84,5.556,,53,2018,8484
15584,7.09,5.556,,66,2014,8485
15585,6.66,5.556,,67,2016,8486
15586,7.11,5.556,,80,2015,8487
15587,6.5,5.556,,81,2005,8488
15588,7,5.556,,55,2009,8489
15589,6.67,5.556,,67,2013,8490
15590,6.86,5.556,,89,2010,8491
15591,7.58,5.556,,37,2017,8492
15592,6.23,5.556,,107,2014,8493
15593,7.19,5.556,,41,1999,8494
15594,7.94,5.556,,35,2017,8495
15595,7.2,5.556,,42,2018,8496
15596,7.62,5.556,,34,2003,8497
15597,6.79,5.556,,73,2014,8498
15598,7.55,5.556,,46,2018,8499
15599,6.91,5.556,,59,1980,8500
15600,7.71,5.556,,38,2016,8501
15601,6.24,5.556,,114,2017,8502
15602,6.08,5.556,,165,1975,8503
15603,7.64,5.556,,77,2018,8504
15604,7.63,5.556,,46,2012,8505
15605,6.4,5.556,,98,2013,8506
15606,8.22,5.556,,54,2017,8507
15607,7.75,5.556,,38,2010,8508
15608,7.67,5.556,,38,2005,8509
15609,7.53,5.556,,40,2014,8510
15610,7.13,5.556,,45,2007,8511
15611,8.06,5.556,,45,2017,8512
15612,7.22,5.556,,40,2015,8513
15613,7.46,5.556,,39,2015,8514
15614,6.32,5.556,,92,2006,8515
15615,6.44,5.556,,79,2009,8516
15616,6.41,5.556,,82,2011,8517
15617,6.4,5.556,,108,2014,8518
15618,7.21,5.556,,50,1985,8519
15619,6.12,5.556,,125,1994,8520
15620,6.37,5.556,,93,2018,8521
15621,7.21,5.556,,40,2011,8522
15622,5.87,5.556,,270,2009,8523
15623,6.22,5.555,,159,2017,8524
15624,6.92,5.555,,53,1998,8525
15625,6.08,5.555,,145,1990,8526
15626,6.23,5.555,,121,1975,8527
15627,6.76,5.555,,65,2010,8528
15628,6.11,5.555,,147,1981,8529
15629,7.18,5.555,,46,2017,8530
15630,6.84,5.555,,57,1993,8531
15631,7.37,5.555,,39,2018,8532
15632,6.88,5.555,,50,2014,8533
15633,6.34,5.555,,87,1996,8534
15634,7.68,5.555,,38,2017,8535
15635,7.04,5.555,,41,2014,8536
15636,6.55,5.555,,74,2009,8537
15637,6.36,5.555,,85,1996,8538
15638,5.82,5.555,,773,1991,8539
15639,6.69,5.555,,66,2002,8540
15640,6.4,5.555,,91,2010,8541
15641,7.59,5.555,,40,2014,8542
15642,8.04,5.555,,45,2018,8543
15643,6.84,5.555,,54,2018,8544
15644,6.39,5.555,,86,2018,8545
15645,6.41,5.555,,87,1991,8546
15646,7.37,5.555,,42,1970,8547
15647,6.11,5.555,,124,2015,8548
15648,7.19,5.555,,47,2015,8549
15649,6.79,5.555,,58,1987,8550
15650,8.84,5.555,,49,2019,8551
15651,7.96,5.555,,50,2016,8552
15652,7.19,5.555,,45,2008,8553
15653,6.63,5.555,,71,2004,8554
15654,6.29,5.555,,91,2010,8555
15655,6.3,5.555,19.19,94,2018,8556
15656,7.53,5.555,,43,2013,8557
15657,7.11,5.555,,41,2007,8558
15658,8.27,5.555,,33,1980,8559
15659,7.1,5.555,,58,2018,8560
15660,6.46,5.555,14.99,77,2018,8561
15661,6.38,5.555,,87,1984,8562
15662,6.28,5.555,,117,2018,8563
15663,7.21,5.555,,79,2017,8564
15664,6.7,5.555,,74,2007,8565
15665,7.2,5.555,,42,2018,8566
15666,6.2,5.555,,98,,8567
15667,7.27,5.555,,44,1978,8568
15668,6.23,5.555,,97,2004,8569
15669,6.19,5.555,,107,2014,8570
15670,6.63,5.555,,89,1968,8571
15671,6.09,5.555,,126,2008,8572
15672,6.41,5.555,,119,1988,8573
15673,7.17,5.555,,42,2017,8574
15674,6.08,5.555,,156,1979,8575
15675,6.28,5.555,,89,2009,8576
15676,7.3,5.555,,42,2013,8577
15677,6.57,5.555,,81,2018,8578
15678,6.95,5.555,,47,2014,8579
15679,7.01,5.555,,73,2008,8580
15680,6.49,5.555,,137,2003,8581
15681,6.87,5.555,,71,2017,8582
15682,6.2,5.555,,117,2006,8583
15683,6.27,5.555,,102,1984,8584
15684,7.52,5.555,,33,2016,8585
15685,6.23,5.555,,118,2017,8586
15686,5.91,5.555,,267,1987,8587
15687,7.33,5.555,,36,2010,8588
15688,6.41,5.554,,92,1982,8589
15689,5.92,5.554,,214,1950,8590
15690,7.57,5.554,,44,1992,8591
15691,6.45,5.554,,79,2003,8592
15692,7.78,5.554,,33,2002,8593
15693,6.57,5.554,,64,2009,8594
15694,7.2,5.554,,46,2008,8595
15695,6.2,5.554,,97,2017,8596
15696,6.61,5.554,,77,2016,8597
15697,7.18,5.554,60,119,2016,8598
15698,5.79,5.554,,433,2002,8599
15699,7.23,5.554,,38,2011,8600
15700,6.13,5.554,,133,2007,8601
15701,6.57,5.554,,62,2015,8602
15702,7.57,5.554,,30,2017,8603
15703,8.61,5.554,,56,2019,8604
15704,6.98,5.554,,49,2011,8605
15705,6.76,5.554,,83,2004,8606
15706,6.35,5.554,,83,1996,8607
15707,5.78,5.554,,429,1981,8608
15708,7.62,5.554,,34,2016,8609
15709,7.77,5.554,,35,2010,8610
15710,5.96,5.554,,163,2007,8611
15711,7.24,5.554,,46,2019,8612
15712,6.87,5.554,,64,2017,8613
15713,7.21,5.554,,53,2014,8614
15714,6.77,5.554,,58,2018,8615
15715,6.62,5.554,20,85,2016,8616
15716,6.58,5.554,,63,2005,8617
15717,6.44,5.554,,73,1986,8618
15718,5.99,5.554,,203,2010,8619
15719,6.62,5.554,,65,2016,8620
15720,5.79,5.554,,326,2010,8621
15721,7.37,5.554,,51,2015,8622
15722,6.84,5.554,,59,2017,8623
15723,5.73,5.554,,506,2004,8624
15724,6.88,5.554,,56,2018,8625
15725,6.3,5.554,,90,2014,8626
15726,8.13,5.554,,39,2013,8627
15727,6.76,5.554,,58,1997,8628
15728,5.97,5.554,,155,2012,8629
15729,6.6,5.554,,92,2007,8630
15730,6.68,5.554,,57,2015,8631
15731,7.05,5.554,,50,2014,8632
15732,7.01,5.554,,55,2018,8633
15733,6.53,5.554,,69,2013,8634
15734,6.43,5.554,,72,2009,8635
15735,6.25,5.554,,109,2013,8636
15736,5.68,5.554,36.99,875,1992,8637
15737,7.88,5.554,,33,2004,8638
15738,6.15,5.554,,112,2003,8639
15739,6.11,5.554,,123,2017,8640
15740,5.83,5.554,,219,2008,8641
15741,6.32,5.554,,89,2016,8642
15742,7,5.554,,54,1977,8643
15743,6.59,5.554,,64,2009,8644
15744,7.28,5.554,,46,2005,8645
15745,6.88,5.554,,55,1983,8646
15746,7.72,5.554,,31,2012,8647
15747,7.39,5.554,,45,2016,8648
15748,7.39,5.554,,66,2017,8649
15749,6.92,5.554,,48,2014,8650
15750,6.25,5.554,,114,1991,8651
15751,6.76,5.554,,53,1982,8652
15752,6.37,5.554,17.95,92,2009,8653
15753,6.29,5.554,,98,1999,8654
15754,5.84,5.554,,292,2009,8655
15755,6.11,5.554,34.95,116,2012,8656
15756,7.25,5.554,,40,1989,8657
15757,6.26,5.554,,104,2011,8658
15758,8.23,5.554,,34,2019,8659
15759,7.77,5.554,,30,2016,8660
15760,6.73,5.554,,63,1992,8661
15761,6.65,5.554,,64,1966,8662
15762,5.88,5.554,,270,,8663
15763,7.55,5.554,,42,2018,8664
15764,6.5,5.554,,85,2017,8665
15765,7.34,5.553,,63,2016,8666
15766,7.27,5.553,,42,2013,8667
15767,6.77,5.553,,87,2016,8668
15768,8.62,5.553,,60,2018,8669
15769,7.91,5.553,,38,,8670
15770,6.36,5.553,,94,2018,8671
15771,6.57,5.553,,123,2011,8672
15772,5.99,5.553,,164,2011,8673
15773,6.25,5.553,,114,2010,8674
15774,7.71,5.553,,42,2018,8675
15775,7.25,5.553,,41,2015,8676
15776,7.68,5.553,,32,2015,8677
15777,6,5.553,,152,2010,8678
15778,7.38,5.553,,40,1994,8679
15779,7.83,5.553,,36,1982,8680
15780,7.18,5.553,,48,2018,8681
15781,6.28,5.553,,115,2012,8682
15782,6.17,5.553,,137,1996,8683
15783,6.03,5.553,,156,2004,8684
15784,6.54,5.553,,77,2018,8685
15785,6.85,5.553,,53,2003,8686
15786,7.26,5.553,,41,2011,8687
15787,6.83,5.553,,56,2008,8688
15788,6.83,5.553,,57,2017,8689
15789,6.76,5.553,,59,2010,8690
15790,6.98,5.553,,140,2017,8691
15791,6.2,5.553,,105,1981,8692
15792,5.89,5.553,,206,2006,8693
15793,6.36,5.553,,86,2016,8694
15794,6.89,5.553,,57,1998,8695
15795,6.31,5.553,,95,2014,8696
15796,6.53,5.553,,64,2017,8697
15797,7.73,5.553,,32,2014,8698
15798,6.62,5.553,,73,2018,8699
15799,7.38,5.553,,42,2006,8700
15800,7.29,5.553,,41,2014,8701
15801,7.73,5.553,,35,2009,8702
15802,5.87,5.553,,209,2015,8703
15803,6.15,5.553,,110,1993,8704
15804,6.88,5.553,,62,2003,8705
15805,6.66,5.553,,78,2010,8706
15806,7.33,5.553,,44,2019,8707
15807,7.11,5.553,,57,2016,8708
15808,7.5,5.553,,55,2016,8709
15809,5.93,5.553,14.95,186,2015,8710
15810,7.45,5.553,,61,2016,8711
15811,6.25,5.553,,106,2010,8712
15812,7.11,5.553,,47,2002,8713
15813,6.19,5.553,,128,2014,8714
15814,7.42,5.553,,37,1997,8715
15815,6.35,5.553,,94,2011,8716
15816,7.24,5.553,,44,2011,8717
15817,7.48,5.553,,43,1973,8718
15818,6.75,5.553,,59,2018,8719
15819,6.39,5.553,,85,1994,8720
15820,6.13,5.553,,126,1986,8721
15821,7.22,5.553,,46,2012,8722
15822,6.55,5.553,,73,2016,8723
15823,5.82,5.553,16,270,2002,8724
15824,7.45,5.553,,52,2016,8725
15825,6.25,5.553,,122,2013,8726
15826,6.14,5.553,,107,2012,8727
15827,7.18,5.553,,39,2011,8728
15828,8.94,5.553,,59,2015,8729
15829,6.33,5.553,,87,2003,8730
15830,7.45,5.553,,33,1937,8731
15831,5.86,5.553,,351,1988,8732
15832,6.81,5.553,,63,1992,8733
15833,6.02,5.553,,231,1975,8734
15834,7.2,5.553,,43,2008,8735
15835,6.68,5.553,,59,2011,8736
15836,6.84,5.553,,68,2018,8737
15837,6.59,5.553,,90,2017,8738
15838,5.98,5.553,,175,2011,8739
15839,7.11,5.553,,48,1968,8740
15840,7.47,5.553,,34,2016,8741
15841,7.38,5.553,,40,2000,8742
15842,7.42,5.553,,63,2016,8743
15843,5.73,5.552,,423,2002,8744
15844,6.16,5.552,,113,2015,8745
15845,6.58,5.552,,77,2014,8746
15846,7.61,5.552,,47,2017,8747
15847,8.72,5.552,,81,2020,8748
15848,6.02,5.552,,139,1999,8749
15849,7.8,5.552,,35,2006,8750
15850,6.28,5.552,,82,1964,8751
15851,5.97,5.552,,190,1999,8752
15852,6.1,5.552,,133,1997,8753
15853,6.12,5.552,19.99,116,2018,8754
15854,7.41,5.552,38.95,36,2011,8755
15855,7.19,5.552,,76,2016,8756
15856,7.11,5.552,,45,2002,8757
15857,7.08,5.552,,42,2012,8758
15858,6.65,5.552,,73,2017,8759
15859,6.84,5.552,,63,2009,8760
15860,7.15,5.552,,41,2002,8761
15861,5.8,5.552,,391,1962,8762
15862,5.99,5.552,,152,1977,8763
15863,6.17,5.552,,109,2014,8764
15864,6.19,5.552,59.43,140,2007,8765
15865,6.21,5.552,,97,2012,8766
15866,6.33,5.552,,99,2016,8767
15867,7.82,5.552,,33,2015,8768
15868,7.85,5.552,,32,2017,8769
15869,7.21,5.552,,37,2016,8770
15870,6.5,5.552,,72,2017,8771
15871,6.65,5.552,,79,2008,8772
15872,6.12,5.552,,110,1995,8773
15873,6.53,5.552,,64,2018,8774
15874,7.25,5.552,,44,2015,8775
15875,6.84,5.552,,48,1982,8776
15876,6.19,5.552,,133,2004,8777
15877,7.1,5.552,,42,2000,8778
15878,7.23,5.552,,43,2013,8779
15879,6.51,5.552,,78,2011,8780
15880,6.15,5.552,34.99,111,2018,8781
15881,7.2,5.552,,44,2013,8782
15882,7.31,5.552,,42,2015,8783
15883,6.68,5.552,,55,2014,8784
15884,5.93,5.552,29.99,188,2017,8785
15885,7.17,5.552,,46,2015,8786
15886,7.03,5.552,,50,2005,8787
15887,6.2,5.552,,99,2015,8788
15888,9.1,5.552,,64,2018,8789
15889,5.82,5.552,49.95,251,1998,8790
15890,6.43,5.552,,76,2012,8791
15891,5.77,5.552,,386,2013,8792
15892,7.82,5.552,,48,2019,8793
15893,6.02,5.552,,158,2017,8794
15894,6.41,5.552,,91,1980,8795
15895,6.09,5.552,,123,1992,8796
15896,6.22,5.552,,104,1974,8797
15897,6.57,5.552,,67,2012,8798
15898,5.68,5.552,26.99,487,2006,8799
15899,6.71,5.552,,61,2006,8800
15900,5.84,5.552,,237,2004,8801
15901,6.66,5.552,,60,1980,8802
15902,6.62,5.552,,62,2001,8803
15903,6.11,5.552,,234,1995,8804
15904,5.65,5.552,,1661,2009,8805
15905,6.12,5.552,,142,2002,8806
15906,7.02,5.551,,49,2003,8807
15907,6.11,5.551,,118,2012,8808
15908,6.73,5.551,,57,2005,8809
15909,7.04,5.551,,51,2008,8810
15910,5.93,5.551,,189,2015,8811
15911,6.76,5.551,,52,2008,8812
15912,5.98,5.551,,181,1979,8813
15913,6.6,5.551,,70,2017,8814
15914,6.14,5.551,,127,1981,8815
15915,7.02,5.551,,48,1986,8816
15916,6.77,5.551,,53,2014,8817
15917,6.33,5.551,,93,2005,8818
15918,7.02,5.551,,46,2016,8819
15919,6.76,5.551,,52,1995,8820
15920,6.37,5.551,,78,2014,8821
15921,6.9,5.551,,96,2016,8822
15922,7.88,5.551,,32,2017,8823
15923,7.72,5.551,,35,2010,8824
15924,6.11,5.551,,103,2012,8825
15925,6.52,5.551,,66,2016,8826
15926,5.89,5.551,,195,2011,8827
15927,5.94,5.551,,188,1988,8828
15928,7.63,5.551,,31,2017,8829
15929,6.21,5.551,,127,2013,8830
15930,6.09,5.551,,130,1999,8831
15931,6.78,5.551,,62,2010,8832
15932,6.8,5.551,,68,2015,8833
15933,6.38,5.551,,114,2012,8834
15934,6.49,5.551,,80,1997,8835
15935,6.45,5.551,,74,2000,8836
15936,6.92,5.551,,53,2016,8837
15937,7.28,5.551,,38,2007,8838
15938,6.36,5.551,,91,2013,8839
15939,6.92,5.551,,47,2009,8840
15940,6.67,5.551,,65,2018,8841
15941,7.61,5.551,,44,2017,8842
15942,5.92,5.551,,198,2000,8843
15943,7.04,5.551,,41,2018,8844
15944,7.04,5.551,,44,2018,8845
15945,6.64,5.551,,56,2012,8846
15946,6.11,5.551,,113,,8847
15947,6.81,5.551,,53,2018,8848
15948,5.95,5.551,,147,2012,8849
15949,5.92,5.551,,169,2013,8850
15950,6.7,5.551,,56,2012,8851
